id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1327762640664453121	1327762640664453121	2020-11-14 18:57:36 -05	2020-11-14	18:57:36	-0500	71177335	ja_bicho	Ja_Bicho 😷		Keiko en estos momentos viendo que la gente despertó!!!! #Merinonomerepresenta  #MarchaNacional  https://t.co/Dp9nu3aH5b	es	[]	[]	['https://pbs.twimg.com/media/Em0pFREWMAEuTi-.jpg']	0	0	2	['merinonomerepresenta', 'marchanacional']	[]	https://twitter.com/Ja_Bicho/status/1327762640664453121	False		1	https://pbs.twimg.com/media/Em0pFREWMAEuTi-.jpg							[]				
1327762614429102082	1327762614429102082	2020-11-14 18:57:30 -05	2020-11-14	18:57:30	-0500	107160572	ivanchoqv	Ivancho		#MarchaPacifica #Peru #DePie #PeruTeQuieroPorEsoTeDefiendo #MarchaNacional #MarchaPeru #Merinonomerepresenta #MerinoNoEsMiPresidente #MerinoDictador  https://t.co/hWtOHeFSKZ	und	[]	[]	[]	0	1	0	['marchapacifica', 'peru', 'depie', 'perutequieroporesotedefiendo', 'marchanacional', 'marchaperu', 'merinonomerepresenta', 'merinonoesmipresidente', 'merinodictador']	[]	https://twitter.com/IvanchoQv/status/1327762614429102082	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1327762481243168770/pu/img/CCyZct-_5AaslOy7.jpg							[]				
1327762607512686592	1327762607512686592	2020-11-14 18:57:28 -05	2020-11-14	18:57:28	-0500	1140632736945922048	elacl2	Ela CL		#MarchaNacional #MarchaPeru #vamosperucarajo #PeruTeQuieroPorEsoTeDefiendo #MerinoNoEsMiPresidente #Merinonomerepresenta #MerinoAsesino #FueraMerino #PeruvianLivesMatter #14N  // @misiondifusion	und	[{'screen_name': 'misiondifusion', 'name': 'fandoms unidos jamás serán vencidos', 'id': '1327451395344183297'}]	[]	[]	0	0	0	['marchanacional', 'marchaperu', 'vamosperucarajo', 'perutequieroporesotedefiendo', 'merinonoesmipresidente', 'merinonomerepresenta', 'merinoasesino', 'fueramerino', 'peruvianlivesmatter', '14n']	[]	https://twitter.com/ElaCL2/status/1327762607512686592	False	https://twitter.com/parocolectiva/status/1327756252533886978	0								[]				
1327762578009960451	1327762578009960451	2020-11-14 18:57:21 -05	2020-11-14	18:57:21	-0500	1342507652	androtena	ANDRO...⛑️👓🇵🇪		#Filibutersdasasco.. #prensavendida #Merinonomerepresenta  #MerinoNoEsMiPresidente	und	[]	[]	[]	0	0	0	['filibutersdasasco', 'prensavendida', 'merinonomerepresenta', 'merinonoesmipresidente']	[]	https://twitter.com/androtena/status/1327762578009960451	False		0								[]				
1327762535450284037	1327762535450284037	2020-11-14 18:57:11 -05	2020-11-14	18:57:11	-0500	821398320291713030	rodrogono1	Rodrogono		#Merinonomerepresenta  https://t.co/bvzYwGVntF	und	[]	[]	[]	0	0	1	['merinonomerepresenta']	[]	https://twitter.com/rodrogono1/status/1327762535450284037	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1327762357507022848/pu/img/ruv0cNPBJ1Y8Net0.jpg							[]				
1327762509261058050	1327762509261058050	2020-11-14 18:57:05 -05	2020-11-14	18:57:05	-0500	772524206	racsitoscar	Edu 🌊⭐		ENFERMOS y CÍNICOS   #MerinoDictador  #MerinoNoEsMiPresidente  #Merinonomerepresenta	es	[]	[]	[]	0	0	0	['merinodictador', 'merinonoesmipresidente', 'merinonomerepresenta']	[]	https://twitter.com/RacsitOscar/status/1327762509261058050	False	https://twitter.com/elcomercio_peru/status/1327761772183482369	0								[]				
1327762453128753152	1327762453128753152	2020-11-14 18:56:52 -05	2020-11-14	18:56:52	-0500	38883573	womenrespectnow	womenpeace&respect		#MerinoNoMeRepresenta #TodosLosDíasHastaQueCaiga #PeruTeQuieroPorEsoTeDefiendo #MarchaPeru #PeruDespertó #CrisisPolitica #FueraMerino #MerinoNoEresMiPresidente #CongresoNoMeRepresenta #PeruanosEnElMundo #FueraGolpistas	und	[]	[]	[]	0	0	1	['merinonomerepresenta', 'todoslosdíashastaquecaiga', 'perutequieroporesotedefiendo', 'marchaperu', 'perudespertó', 'crisispolitica', 'fueramerino', 'merinonoeresmipresidente', 'congresonomerepresenta', 'peruanosenelmundo', 'fueragolpistas']	[]	https://twitter.com/womenrespectnow/status/1327762453128753152	False	https://twitter.com/PalloPrevost/status/1327746916327837696	0								[]				
1327762443750281220	1327762443750281220	2020-11-14 18:56:49 -05	2020-11-14	18:56:49	-0500	938263370305810432	introversleep	Martín		#MerinoDictador #MerinoNoEsNuestroPresidente #Merinonomerepresenta Manifestación en Cañete  https://t.co/mUFRDnPPJ6	es	[]	[]	[]	0	0	2	['merinodictador', 'merinonoesnuestropresidente', 'merinonomerepresenta']	[]	https://twitter.com/introversleep/status/1327762443750281220	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1327762338645217280/pu/img/1mbtVi_gvyu9qzaP.jpg							[]				
1327762377241206785	1327762377241206785	2020-11-14 18:56:34 -05	2020-11-14	18:56:34	-0500	170156784	geraldinevelad	Dessire Vela Diaz		#Merinonomerepresenta #PeruVsChile #MerinoCTM #MerinoDictador #MerinoJamasSeraMiPresidente #FueraMerino #MerinoNoEsMiPresidente #Merino #Peru #PeruTeQuieroPorEsoTeDefiendo #2020 #world #Lima #pandemic  https://t.co/YbLsoOWgzj	und	[]	[]	[]	0	0	0	['merinonomerepresenta', 'peruvschile', 'merinoctm', 'merinodictador', 'merinojamasseramipresidente', 'fueramerino', 'merinonoesmipresidente', 'merino', 'peru', 'perutequieroporesotedefiendo', 'world', 'lima', 'pandemic']	[]	https://twitter.com/geraldinevelad/status/1327762377241206785	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1327761879654084609/pu/img/mM1s0eKFZUHi6JG8.jpg							[]				
1327762320278364161	1327762320278364161	2020-11-14 18:56:20 -05	2020-11-14	18:56:20	-0500	625561999	cgabyval	Gaby Valencia		Es un pais libre. No nos pueden prohibir protestar, organizarnos en marchas pacíficas, sino esto se convierte en dictadura. #largatemerino #MerinoNoEsMiPresidente #Merinonomerepresenta	es	[]	[]	[]	0	0	1	['largatemerino', 'merinonoesmipresidente', 'merinonomerepresenta']	[]	https://twitter.com/cgabyval/status/1327762320278364161	False	https://twitter.com/Defensoria_Peru/status/1327760982043668482	0								[]				
1327762273797017600	1327762273797017600	2020-11-14 18:56:09 -05	2020-11-14	18:56:09	-0500	355297934	lirioembrujado	Cigüeña mágica ⚯͛ 🧙‍♀️🌙☀️		Oiga señor @JorgeMunozPe como va apagar la luz de la plaza!!! Maldito!! Seguro no quiere que las camaras filmen las nefastas acciones de la policía #MerinoNoEsMiPresidente #Merinonomerepresenta @cnddhh @OEA_oficial @NoticiasONU @hrw_espanol @hrw	es	[{'screen_name': 'jorgemunozpe', 'name': 'jorge muñoz', 'id': '163504378'}, {'screen_name': 'cnddhh', 'name': 'cnddhh 🇵🇪', 'id': '68487390'}, {'screen_name': 'oea_oficial', 'name': 'oea', 'id': '242448965'}, {'screen_name': 'noticiasonu', 'name': 'noticias onu', 'id': '67693913'}, {'screen_name': 'hrw_espanol', 'name': 'human rights watch', 'id': '187042474'}, {'screen_name': 'hrw', 'name': 'human rights watch', 'id': '14700316'}]	[]	[]	0	1	0	['merinonoesmipresidente', 'merinonomerepresenta']	[]	https://twitter.com/LirioEmbrujado/status/1327762273797017600	False	https://twitter.com/LaSingingLatinx/status/1327761137279135745	0								[]				
1327762233384980486	1327762233384980486	2020-11-14 18:55:59 -05	2020-11-14	18:55:59	-0500	707781013028663296	hans_hassinger	Hans Hassinger		#MerinoNoNosRepresenta #MerinoJamasSeraMiPresidente #Merinonomerepresenta #MerinoDictador	und	[]	[]	[]	0	1	1	['merinononosrepresenta', 'merinojamasseramipresidente', 'merinonomerepresenta', 'merinodictador']	[]	https://twitter.com/hans_hassinger/status/1327762233384980486	False	https://twitter.com/eldiarionegro/status/1327756179846598657	0								[]				
1327762174954123264	1327723098825744390	2020-11-14 18:55:45 -05	2020-11-14	18:55:45	-0500	1178706917771927553	charcapeelsa	Elsa Charcape		@MarthaChavezC Jajajja te pasas mujer, da risa tu comentario inservible. #MerinoJamasSeraMiPresidente  #merinonomerepresenta	es	[]	[]	[]	0	0	0	['merinojamasseramipresidente', 'merinonomerepresenta']	[]	https://twitter.com/CharcapeElsa/status/1327762174954123264	False		0								[{'screen_name': 'MarthaChavezC', 'name': 'Martha Chávez Cossío', 'id': '240551153'}]				
1327762159481352197	1327762159481352197	2020-11-14 18:55:42 -05	2020-11-14	18:55:42	-0500	27771694	palomalucia	Paloma Fliegen		el pueblo uni-do ja-más será ven-ci-do🇵🇪🆘 #MerinoNoEsMiPresidente #Merinonomerepresenta #MerinoNoEsMiPresidente #MerinoNoNosRepresentas #PoliciaCorrupta #PoliciasAsesinos	es	[]	[]	[]	0	0	0	['merinonoesmipresidente', 'merinonomerepresenta', 'merinonoesmipresidente', 'merinononosrepresentas', 'policiacorrupta', 'policiasasesinos']	[]	https://twitter.com/palomalucia/status/1327762159481352197	False	https://twitter.com/uterope/status/1327747690973769732	0								[]				
1327762152489365504	1327762152489365504	2020-11-14 18:55:40 -05	2020-11-14	18:55:40	-0500	982442531949555712	huariguttierrez	Delia		#Vizcarranomerepresenta #VizcarraCorrupto #Merinonomerepresenta #CongresoNoMeRepresenta	und	[]	[]	[]	0	0	1	['vizcarranomerepresenta', 'vizcarracorrupto', 'merinonomerepresenta', 'congresonomerepresenta']	[]	https://twitter.com/HuariGuttierrez/status/1327762152489365504	False	https://twitter.com/oliverdog/status/1327709349716770816	0								[]				
1327762142200811521	1327762142200811521	2020-11-14 18:55:37 -05	2020-11-14	18:55:37	-0500	71177335	ja_bicho	Ja_Bicho 😷		Yo no quiero un títere en e gobierno! Yo no quiero corruptos desangrando a mi país! Es hora del cambio! #MarchaNacional  #Merinonomerepresenta  https://t.co/RMME7vH4rN	es	[]	[]	['https://pbs.twimg.com/media/Em0ooQ7XEAEczfP.jpg']	0	0	0	['marchanacional', 'merinonomerepresenta']	[]	https://twitter.com/Ja_Bicho/status/1327762142200811521	False		1	https://pbs.twimg.com/media/Em0ooQ7XEAEczfP.jpg							[]				
1327762101125963777	1327616523276591105	2020-11-14 18:55:28 -05	2020-11-14	18:55:28	-0500	847568833439313920	politic0licai	ImeCris		@susana_bozzo pedir renuncias a funcionarios públicos, querer copar la tv peruana y el TC... Por esto y mucho más #Merinonomerepresenta  ...dices que salimos cuá borregos? Eso no es cierto, la gente sale a marchar libremente sin colores políticos, sale por el Perú	es	[]	[]	[]	1	0	0	['merinonomerepresenta']	[]	https://twitter.com/Politic0licaI/status/1327762101125963777	False		0								[{'screen_name': 'susana_bozzo', 'name': 'Susana Bozzo Rotondo', 'id': '712079953337126912'}]				
1327762059598188546	1327732148409950209	2020-11-14 18:55:18 -05	2020-11-14	18:55:18	-0500	985178071052570624	themax9131	@Themax913		@OmarCairoRoldan Retomamos el poder, porque el poder es del pueblo y se lo damos a quien nos vana representar. #CongresoNoMeRepresenta #MerinoDictador #MerinoCTM #MerinoNoEsMiPresidente #Merinonomerepresenta @MerinoDeLama @AFloresAraoz los 2 se metieron en un gran problema sepanlo y apechuguen	es	[{'screen_name': 'merinodelama', 'name': 'manuel merino de lama', 'id': '243312182'}, {'screen_name': 'afloresaraoz', 'name': 'ántero flores-aráoz', 'id': '3330289879'}]	[]	[]	0	0	0	['congresonomerepresenta', 'merinodictador', 'merinoctm', 'merinonoesmipresidente', 'merinonomerepresenta']	[]	https://twitter.com/Themax9131/status/1327762059598188546	False		0								[{'screen_name': 'OmarCairoRoldan', 'name': 'Omar Cairo', 'id': '1156304834594844675'}]				
1327762039431974912	1327762039431974912	2020-11-14 18:55:13 -05	2020-11-14	18:55:13	-0500	3234757540	davo_rodrgz	David Rodriguez		Nos zurramos en lo que diga @MijaelGLP  #MerinoNoEsMiPresidente #MerinoNoMeRepresenta #PrensaVendida #PrensaCorrupta	es	[{'screen_name': 'mijaelglp', 'name': 'mijael garrido lecca', 'id': '705775352'}]	[]	[]	0	0	1	['merinonoesmipresidente', 'merinonomerepresenta', 'prensavendida', 'prensacorrupta']	[]	https://twitter.com/Davo_rodrgz/status/1327762039431974912	False	https://twitter.com/MijaelGLP/status/1327452296528224257	0								[]				
1327762037158633477	1327443886139170816	2020-11-14 18:55:12 -05	2020-11-14	18:55:12	-0500	207884417	martin5215	May Jc A&N		@tubizcochito94 Policía abusiva!! Hijos de puta! #PoliciaNacionaldelPeru #Merinonomerepresenta #14noviembreperu #golpedestadoperu	es	[]	[]	[]	0	0	1	['policianacionaldelperu', 'merinonomerepresenta', '14noviembreperu', 'golpedestadoperu']	[]	https://twitter.com/Martin5215/status/1327762037158633477	False		0								[{'screen_name': 'tubizcochito94', 'name': 'Me dicen Miss Lonely', 'id': '2240924753'}]				
1327761985832972288	1327761985832972288	2020-11-14 18:55:00 -05	2020-11-14	18:55:00	-0500	1066875114929688576	taiyo_t18	lunanuev_tc		#cuidate #PeruLivesMatter #FujimorismoNuncaMas #Merinonomerepresenta	und	[]	[]	[]	0	0	0	['cuidate', 'perulivesmatter', 'fujimorismonuncamas', 'merinonomerepresenta']	[]	https://twitter.com/Taiyo_T18/status/1327761985832972288	False	https://twitter.com/Katissy_/status/1327723259081748486	0								[]				
1327761956246343682	1327761663890755589	2020-11-14 18:54:53 -05	2020-11-14	18:54:53	-0500	1187902155518287872	efperez_2602	Elvi		@noakeikope Las ratas aprovechan 🤬 #Merinonomerepresenta #NoAlGolpeDeEstado	es	[]	[]	[]	0	0	0	['merinonomerepresenta', 'noalgolpedeestado']	[]	https://twitter.com/efperez_2602/status/1327761956246343682	False		0								[{'screen_name': 'noakeikope', 'name': 'No a Keiko', 'id': '425964813'}]				
1327761815066062849	1327761815066062849	2020-11-14 18:54:19 -05	2020-11-14	18:54:19	-0500	707781013028663296	hans_hassinger	Hans Hassinger		#MerinoNoNosRepresenta #MerinoDictador #MerinoJamasSeraMiPresidente #Merinonomerepresenta	und	[]	[]	[]	0	0	1	['merinononosrepresenta', 'merinodictador', 'merinojamasseramipresidente', 'merinonomerepresenta']	[]	https://twitter.com/hans_hassinger/status/1327761815066062849	False	https://twitter.com/RosaTolerante/status/1327683249892696066	0								[]				
1327761801619124227	1327761801619124227	2020-11-14 18:54:16 -05	2020-11-14	18:54:16	-0500	1140632736945922048	elacl2	Ela CL		#MarchaNacional #MarchaPeru #vamosperucarajo #PeruTeQuieroPorEsoTeDefiendo #MerinoNoEsMiPresidente #Merinonomerepresenta #MerinoAsesino #FueraMerino #PeruvianLivesMatter // @misiondifusion	und	[{'screen_name': 'misiondifusion', 'name': 'fandoms unidos jamás serán vencidos', 'id': '1327451395344183297'}]	[]	[]	0	1	0	['marchanacional', 'marchaperu', 'vamosperucarajo', 'perutequieroporesotedefiendo', 'merinonoesmipresidente', 'merinonomerepresenta', 'merinoasesino', 'fueramerino', 'peruvianlivesmatter']	[]	https://twitter.com/ElaCL2/status/1327761801619124227	False	https://twitter.com/ocram/status/1327745651032150016	0								[]				
1327761789963137024	1327761789963137024	2020-11-14 18:54:14 -05	2020-11-14	18:54:14	-0500	948786770	505pt	ٗ		CAGONES CIERRAN EL PASO LUEGO EN LOS NOTICIEROS SALEN A DECIR QUE TENEMOS DERECHO A PROTESTAR #Merinonomerepresenta #MerinoCTM RATAS #PoliciasAsesinos	es	[]	[]	[]	0	0	0	['merinonomerepresenta', 'merinoctm', 'policiasasesinos']	[]	https://twitter.com/505pt/status/1327761789963137024	False		0								[]				
1327761700704169990	1327761700704169990	2020-11-14 18:53:52 -05	2020-11-14	18:53:52	-0500	130281766	raffy_steve	Raffy Steve		Flash de último minuto #MerinoDictador #MerinoNoEsMiPresidente #Merinonomerepresenta #MarchaNacional #MarchaPeru #MarchaPacifica #GabineteReyConBarba #anterofloresaraoz  https://t.co/qZsCYlrA4l	es	[]	[]	['https://pbs.twimg.com/media/Em0oMVDXEAAf2I3.jpg']	0	0	0	['merinodictador', 'merinonoesmipresidente', 'merinonomerepresenta', 'marchanacional', 'marchaperu', 'marchapacifica', 'gabinetereyconbarba', 'anterofloresaraoz']	[]	https://twitter.com/Raffy_Steve/status/1327761700704169990	False		1	https://pbs.twimg.com/media/Em0oMVDXEAAf2I3.jpg							[]				
1327761676830203904	1327761676830203904	2020-11-14 18:53:47 -05	2020-11-14	18:53:47	-0500	1115311040202530817	hemodialis	Dennis		#MerinoCTM #MerinoNoEsMiPresidente #RIPAntero #PoliciaCorrupta #Merinonomerepresenta	und	[]	[]	[]	0	0	0	['merinoctm', 'merinonoesmipresidente', 'ripantero', 'policiacorrupta', 'merinonomerepresenta']	[]	https://twitter.com/Hemodialis/status/1327761676830203904	False	https://twitter.com/ManuCamacho/status/1327652790802518016	0								[]				
1327761625953292290	1327761625953292290	2020-11-14 18:53:34 -05	2020-11-14	18:53:34	-0500	743967906	yakiulloa	Beatrice Ulloa		Dos fotos que de carteles que encontré hoy en la calle. #MerinoDictador #Merinonomerepresenta #marcha14nov #MarchaPacifica  https://t.co/mU02MFbrTV	es	[]	[]	['https://pbs.twimg.com/media/Em0oIKiXYAEx4SL.jpg', 'https://pbs.twimg.com/media/Em0oJn2XcAElG0w.jpg']	0	0	0	['merinodictador', 'merinonomerepresenta', 'marcha14nov', 'marchapacifica']	[]	https://twitter.com/yakiulloa/status/1327761625953292290	False		1	https://pbs.twimg.com/media/Em0oIKiXYAEx4SL.jpg							[]				
1327761487901958144	1327761487901958144	2020-11-14 18:53:01 -05	2020-11-14	18:53:01	-0500	43730379	nlsn24	Nelson De la Cruz		#alertaterna #alertanoticias #ArribaPeru #Merinonomerepresenta	und	[]	[]	[]	0	0	0	['alertaterna', 'alertanoticias', 'arribaperu', 'merinonomerepresenta']	[]	https://twitter.com/nlsn24/status/1327761487901958144	False	https://twitter.com/masfree_/status/1327730936977428480	0								[]				
1327761398169030656	1327759955496230912	2020-11-14 18:52:40 -05	2020-11-14	18:52:40	-0500	1267311838775164928	op20op2	Opiniones		@gracielacq @RonaldCrossPeru Es del Movadef con apoyo económico del grupo Soros y Sao Paulo! Es un reptiliano #MerinoNoEsMiPresidente #MerinoNoMeRepresenta #GatoPanzon	es	[]	[]	[]	1	0	9	['merinonoesmipresidente', 'merinonomerepresenta', 'gatopanzon']	[]	https://twitter.com/Op20op2/status/1327761398169030656	False		0								[{'screen_name': 'gracielacq', 'name': 'Ritinha', 'id': '183373038'}, {'screen_name': 'RonaldCrossPeru', 'name': 'Ronald Cross', 'id': '242796101'}]				
1327761395702771712	1327761395702771712	2020-11-14 18:52:40 -05	2020-11-14	18:52:40	-0500	406725902	santissar	Santiago Sanchez Sarfati		Nunca subestimes al pueblo. Nunca.  #MerinoNoMeRepresenta  https://t.co/NgO3HVKgmq	es	[]	[]	[]	0	0	0	['merinonomerepresenta']	[]	https://twitter.com/santissar/status/1327761395702771712	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1327761132430438401/pu/img/lanDD8qU8Lo-qTUu.jpg							[]				
1327761279105327105	1327761279105327105	2020-11-14 18:52:12 -05	2020-11-14	18:52:12	-0500	103056181	josevictor_1	Jose Victor Vergara		La actriz #MelissaParedes asistió a marcha en el Centro De Lima #MerinoNoEsMiPresidente #Merinonomerepresenta  https://t.co/hoKIzJtS9U	es	[]	[]	['https://pbs.twimg.com/media/Em0n1tuXUAIsB2A.jpg', 'https://pbs.twimg.com/media/Em0n1twWMAA3wjU.jpg']	0	1	17	['melissaparedes', 'merinonoesmipresidente', 'merinonomerepresenta']	[]	https://twitter.com/josevictor_1/status/1327761279105327105	False		1	https://pbs.twimg.com/media/Em0n1tuXUAIsB2A.jpg							[]				
1327761171093614594	1327761171093614594	2020-11-14 18:51:46 -05	2020-11-14	18:51:46	-0500	1327404502794850308	freesoulqq	Nath🇵🇪 ElPerúnuncaolvidará		#FueraMerino #MarchaNacional #Merinonomerepresenta	und	[]	[]	[]	0	0	0	['fueramerino', 'marchanacional', 'merinonomerepresenta']	[]	https://twitter.com/FreeSoulqq/status/1327761171093614594	False	https://twitter.com/maracuyawn/status/1327756146002812928	0								[]				
1327761165779349506	1327761165779349506	2020-11-14 18:51:45 -05	2020-11-14	18:51:45	-0500	1267829141430128646	chrlstlan___	Christian		¿Dónde está la #BebaArmy? Hay que bajar una cuenta. #Merinonomerepresenta	es	[]	[]	[]	0	0	0	['bebaarmy', 'merinonomerepresenta']	[]	https://twitter.com/CHRlSTlAN___/status/1327761165779349506	False	https://twitter.com/MijaelGLP/status/1327452296528224257	0								[]				
1327761065472651265	1327757745341288449	2020-11-14 18:51:21 -05	2020-11-14	18:51:21	-0500	124844902	kharla_mc	Kharla		@Jasminapicon #Merinonomerepresenta	und	[]	[]	[]	0	0	0	['merinonomerepresenta']	[]	https://twitter.com/kharla_mc/status/1327761065472651265	False		0								[{'screen_name': 'Jasminapicon', 'name': 'Terna Infiltrada', 'id': '837440105073737728'}]				
1327760893174837248	1327760893174837248	2020-11-14 18:50:40 -05	2020-11-14	18:50:40	-0500	43035857	mavs994	Mavs		#MerinoNoEsMiPresidente  #Merinonomerepresenta  #MarchaNacional #MarchaPacifica  Así sabotean la expresión de nuestro país.	es	[]	[]	[]	0	0	0	['merinonoesmipresidente', 'merinonomerepresenta', 'marchanacional', 'marchapacifica']	[]	https://twitter.com/Mavs994/status/1327760893174837248	False	https://twitter.com/federicoabrill/status/1327757210932359170	0								[]				
